日期,农历,节气,节气2,干支,年柱,月柱,日柱,子（23-1）,丑(1-3),寅(3-5),卯(5-7),辰(7-9),巳(9-11),午(11-13),未(13-15),申(15-17),酉(17-19),戌(19-21),亥(21-23)
2040-02-18,庚申年正月初七,立春,距离雨水还有1天,庚申年　戊寅月　丙子日,庚申,戊寅,丙子,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-02-19,庚申年正月初八,雨水,距离惊蛰还有15天,庚申年　戊寅月　丁丑日,庚申,戊寅,丁丑,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-02-20,庚申年正月初九,雨水,距离惊蛰还有14天,庚申年　戊寅月　戊寅日,庚申,戊寅,戊寅,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-02-21,庚申年正月初十,雨水,距离惊蛰还有13天,庚申年　戊寅月　己卯日,庚申,戊寅,己卯,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-02-22,庚申年正月十一,雨水,距离惊蛰还有12天,庚申年　戊寅月　庚辰日,庚申,戊寅,庚辰,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-02-23,庚申年正月十二,雨水,距离惊蛰还有11天,庚申年　戊寅月　辛巳日,庚申,戊寅,辛巳,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-02-24,庚申年正月十三,雨水,距离惊蛰还有10天,庚申年　戊寅月　壬午日,庚申,戊寅,壬午,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-02-25,庚申年正月十四,雨水,距离惊蛰还有9天,庚申年　戊寅月　癸未日,庚申,戊寅,癸未,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-02-26,庚申年正月十五,雨水,距离惊蛰还有8天,庚申年　戊寅月　甲申日,庚申,戊寅,甲申,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-02-27,庚申年正月十六,雨水,距离惊蛰还有7天,庚申年　戊寅月　乙酉日,庚申,戊寅,乙酉,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-02-28,庚申年正月十七,雨水,距离惊蛰还有6天,庚申年　戊寅月　丙戌日,庚申,戊寅,丙戌,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-02-29,庚申年正月十八,雨水,距离惊蛰还有5天,庚申年　戊寅月　丁亥日,庚申,戊寅,丁亥,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-03-01,庚申年正月十九,雨水,距离惊蛰还有4天,庚申年　戊寅月　戊子日,庚申,戊寅,戊子,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-03-02,庚申年正月二十,雨水,距离惊蛰还有3天,庚申年　戊寅月　己丑日,庚申,戊寅,己丑,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-03-03,庚申年正月廿一,雨水,距离惊蛰还有2天,庚申年　戊寅月　庚寅日,庚申,戊寅,庚寅,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-03-04,庚申年正月廿二,雨水,距离惊蛰还有1天,庚申年　戊寅月　辛卯日,庚申,戊寅,辛卯,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-03-05,庚申年正月廿三,惊蛰,距离春分还有15天,庚申年　己卯月　壬辰日,庚申,己卯,壬辰,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-03-06,庚申年正月廿四,惊蛰,距离春分还有14天,庚申年　己卯月　癸巳日,庚申,己卯,癸巳,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-03-07,庚申年正月廿五,惊蛰,距离春分还有13天,庚申年　己卯月　甲午日,庚申,己卯,甲午,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-03-08,庚申年正月廿六,惊蛰,距离春分还有12天,庚申年　己卯月　乙未日,庚申,己卯,乙未,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-03-09,庚申年正月廿七,惊蛰,距离春分还有11天,庚申年　己卯月　丙申日,庚申,己卯,丙申,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-03-10,庚申年正月廿八,惊蛰,距离春分还有10天,庚申年　己卯月　丁酉日,庚申,己卯,丁酉,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-03-11,庚申年正月廿九,惊蛰,距离春分还有9天,庚申年　己卯月　戊戌日,庚申,己卯,戊戌,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-03-12,庚申年正月三十,惊蛰,距离春分还有8天,庚申年　己卯月　己亥日,庚申,己卯,己亥,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-03-13,庚申年二月初一,惊蛰,距离春分还有7天,庚申年　己卯月　庚子日,庚申,己卯,庚子,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-03-14,庚申年二月初二,惊蛰,距离春分还有6天,庚申年　己卯月　辛丑日,庚申,己卯,辛丑,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-03-15,庚申年二月初三,惊蛰,距离春分还有5天,庚申年　己卯月　壬寅日,庚申,己卯,壬寅,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-03-16,庚申年二月初四,惊蛰,距离春分还有4天,庚申年　己卯月　癸卯日,庚申,己卯,癸卯,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-03-17,庚申年二月初五,惊蛰,距离春分还有3天,庚申年　己卯月　甲辰日,庚申,己卯,甲辰,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-03-18,庚申年二月初六,惊蛰,距离春分还有2天,庚申年　己卯月　乙巳日,庚申,己卯,乙巳,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-03-19,庚申年二月初七,惊蛰,距离春分还有1天,庚申年　己卯月　丙午日,庚申,己卯,丙午,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-03-20,庚申年二月初八,春分,距离清明还有15天,庚申年　己卯月　丁未日,庚申,己卯,丁未,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-03-21,庚申年二月初九,春分,距离清明还有14天,庚申年　己卯月　戊申日,庚申,己卯,戊申,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-03-22,庚申年二月初十,春分,距离清明还有13天,庚申年　己卯月　己酉日,庚申,己卯,己酉,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-03-23,庚申年二月十一,春分,距离清明还有12天,庚申年　己卯月　庚戌日,庚申,己卯,庚戌,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-03-24,庚申年二月十二,春分,距离清明还有11天,庚申年　己卯月　辛亥日,庚申,己卯,辛亥,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-03-25,庚申年二月十三,春分,距离清明还有10天,庚申年　己卯月　壬子日,庚申,己卯,壬子,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-03-26,庚申年二月十四,春分,距离清明还有9天,庚申年　己卯月　癸丑日,庚申,己卯,癸丑,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-03-27,庚申年二月十五,春分,距离清明还有8天,庚申年　己卯月　甲寅日,庚申,己卯,甲寅,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-03-28,庚申年二月十六,春分,距离清明还有7天,庚申年　己卯月　乙卯日,庚申,己卯,乙卯,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-03-29,庚申年二月十七,春分,距离清明还有6天,庚申年　己卯月　丙辰日,庚申,己卯,丙辰,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-03-30,庚申年二月十八,春分,距离清明还有5天,庚申年　己卯月　丁巳日,庚申,己卯,丁巳,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-03-31,庚申年二月十九,春分,距离清明还有4天,庚申年　己卯月　戊午日,庚申,己卯,戊午,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-04-01,庚申年二月二十,春分,距离清明还有3天,庚申年　己卯月　己未日,庚申,己卯,己未,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-04-02,庚申年二月廿一,春分,距离清明还有2天,庚申年　己卯月　庚申日,庚申,己卯,庚申,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-04-03,庚申年二月廿二,春分,距离清明还有1天,庚申年　己卯月　辛酉日,庚申,己卯,辛酉,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-04-04,庚申年二月廿三,清明,距离谷雨还有15天,庚申年　庚辰月　壬戌日,庚申,庚辰,壬戌,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-04-05,庚申年二月廿四,清明,距离谷雨还有14天,庚申年　庚辰月　癸亥日,庚申,庚辰,癸亥,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-04-06,庚申年二月廿五,清明,距离谷雨还有13天,庚申年　庚辰月　甲子日,庚申,庚辰,甲子,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-04-07,庚申年二月廿六,清明,距离谷雨还有12天,庚申年　庚辰月　乙丑日,庚申,庚辰,乙丑,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-04-08,庚申年二月廿七,清明,距离谷雨还有11天,庚申年　庚辰月　丙寅日,庚申,庚辰,丙寅,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-04-09,庚申年二月廿八,清明,距离谷雨还有10天,庚申年　庚辰月　丁卯日,庚申,庚辰,丁卯,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-04-10,庚申年二月廿九,清明,距离谷雨还有9天,庚申年　庚辰月　戊辰日,庚申,庚辰,戊辰,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-04-11,庚申年三月初一,清明,距离谷雨还有8天,庚申年　庚辰月　己巳日,庚申,庚辰,己巳,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-04-12,庚申年三月初二,清明,距离谷雨还有7天,庚申年　庚辰月　庚午日,庚申,庚辰,庚午,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-04-13,庚申年三月初三,清明,距离谷雨还有6天,庚申年　庚辰月　辛未日,庚申,庚辰,辛未,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-04-14,庚申年三月初四,清明,距离谷雨还有5天,庚申年　庚辰月　壬申日,庚申,庚辰,壬申,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-04-15,庚申年三月初五,清明,距离谷雨还有4天,庚申年　庚辰月　癸酉日,庚申,庚辰,癸酉,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-04-16,庚申年三月初六,清明,距离谷雨还有3天,庚申年　庚辰月　甲戌日,庚申,庚辰,甲戌,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-04-17,庚申年三月初七,清明,距离谷雨还有2天,庚申年　庚辰月　乙亥日,庚申,庚辰,乙亥,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-04-18,庚申年三月初八,清明,距离谷雨还有1天,庚申年　庚辰月　丙子日,庚申,庚辰,丙子,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-04-19,庚申年三月初九,谷雨,距离立夏还有16天,庚申年　庚辰月　丁丑日,庚申,庚辰,丁丑,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-04-20,庚申年三月初十,谷雨,距离立夏还有15天,庚申年　庚辰月　戊寅日,庚申,庚辰,戊寅,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-04-21,庚申年三月十一,谷雨,距离立夏还有14天,庚申年　庚辰月　己卯日,庚申,庚辰,己卯,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-04-22,庚申年三月十二,谷雨,距离立夏还有13天,庚申年　庚辰月　庚辰日,庚申,庚辰,庚辰,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-04-23,庚申年三月十三,谷雨,距离立夏还有12天,庚申年　庚辰月　辛巳日,庚申,庚辰,辛巳,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-04-24,庚申年三月十四,谷雨,距离立夏还有11天,庚申年　庚辰月　壬午日,庚申,庚辰,壬午,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2040-04-25,庚申年三月十五,谷雨,距离立夏还有10天,庚申年　庚辰月　癸未日,庚申,庚辰,癸未,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2040-04-26,庚申年三月十六,谷雨,距离立夏还有9天,庚申年　庚辰月　甲申日,庚申,庚辰,甲申,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2040-04-27,庚申年三月十七,谷雨,距离立夏还有8天,庚申年　庚辰月　乙酉日,庚申,庚辰,乙酉,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2040-04-28,庚申年三月十八,谷雨,距离立夏还有7天,庚申年　庚辰月　丙戌日,庚申,庚辰,丙戌,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2040-04-29,庚申年三月十九,谷雨,距离立夏还有6天,庚申年　庚辰月　丁亥日,庚申,庚辰,丁亥,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
